,ref,lea name,site url,policy url,me policy url,mei url (if separate)
269,SB978-297,Mammoth Lakes Police Department,https://web.archive.org/web/20140427000350/http://www.townofmammothlakes.ca.gov/,https://web.archive.org/web/20220521192033/https://www.townofmammothlakes.ca.gov/DocumentCenter/View/10077/Mammoth-Lakes-Police-Department-Policy-Manual---Updated-3242022?bidId=,https://web.archive.org/web/20220526183032/https://www.townofmammothlakes.ca.gov/DocumentCenter/View/12048/Military_EquipmentPolicy706?bidId=,--No link for this in original dataset--
270,SB978-298,Manhattan Beach Police Department,https://web.archive.org/web/20020207223041/http://www.citymb.info/,https://web.archive.org/web/20230719155236/https://www.manhattanbeach.gov/home/showpublisheddocument/41283/637933221320000000,https://web.archive.org/web/20230719155236/https://www.manhattanbeach.gov/home/showpublisheddocument/41283/637933221320000000,--No link for this in original dataset--
271,SB978-299,Manteca Police Department,https://web.archive.org/web/19981111183557/http://ci.manteca.ca.us/,https://web.archive.org/web/20200921131351/https://www.ci.manteca.ca.us/Police/PublicAffairs/Documents/PolicePolicyManual.pdf,https://web.archive.org/web/20220426195143/https://www.ci.manteca.ca.us/Police/Documents/Assembly%20Bill%20481.pdf,--No link for this in original dataset--
272,SB978-300,Marin Community College District Police Department,https://web.archive.org/web/20170215214444/http://police.marin.edu/,https://web.archive.org/web/20201124171607/http://police.marin.edu/sites/police/files/MCCD-Police-Policy-Manual.pdf,--No link for this in original dataset--,--No link for this in original dataset--
273,SB978-303,Marin County Sheriff's Department,https://web.archive.org/web/20010413222732/http://www.marinsheriff.org/,https://web.archive.org/web/20220812204736/https://www.marinsheriff.org/assets/downloads/RELEASE_20220719_T135248_Marin_County_Sheriff_s_Office_Policy_Manual-002.pdf,https://web.archive.org/web/20220812204736/https://www.marinsheriff.org/assets/downloads/RELEASE_20220719_T135248_Marin_County_Sheriff_s_Office_Policy_Manual-002.pdf,--No link for this in original dataset--
274,SB978-305,Marina Department of Public Safety,https://web.archive.org/web/20110627051933/http://cityofmarina.org/,https://web.archive.org/web/20210115212006/https://www.cityofmarina.org/DocumentCenter/View/10733/RELEASE_20200701_T164506_Marina_Police_Department_Policy_Manual?bidId=,,--No link for this in original dataset--
275,SB978-308,Martinez Police Department,https://web.archive.org/web/19981202082247/http://www.cityofmartinez.org/,,,
276,SB978-309,Marysville Police Department,https://web.archive.org/web/20080501162015/http://www.marysvillepd.org/,https://web.archive.org/web/20220706185538/https://www.marysvillepd.org/_files/ugd/a4cd76_0545882fa3fa476ea8cc321a0fab4a40.pdf,https://web.archive.org/web/20220706201203/https://www.marysvillepd.org/_files/ugd/a4cd76_484dba83ac1040e2ac2c5996efd1c49d.pdf,--No link for this in original dataset--
277,SB978-310,McFarland Police Department,https://web.archive.org/web/20040218025559/http://www.mcfarlandcity.org/,https://web.archive.org/web/20210426223404/http://www.mcfarlandcity.org/DocumentCenter/View/2117/Redacted-20200518_T172742_McFarland__PD_Policy_Manual-1,--No link for this in original dataset--,--No link for this in original dataset--
278,SB978-313,Mendocino County Sheriff's Department,https://web.archive.org/web/20070925052150/http://www.mendocinosheriff.com/,https://web.archive.org/web/20220522040843/https://mendocinosheriff.org/publications/sb-978-materials/,https://web.archive.org/web/20220819025919/https://mendocinosheriff.org/wp-content/uploads/2022/06/Proposed-Military-Equipment-Use-Policy.pdf,--No link for this in original dataset--
279,SB978-314,Mendota Police Department,https://web.archive.org/web/20040405123414/http://www.ci.mendota.ca.us/,https://web.archive.org/web/20210415235622/http://ci.mendota.ca.us/wp-content/uploads/2014/09/Mendota_PD_CA_Policy_Manual_20191110.pdf,--No link for this in original dataset--,--No link for this in original dataset--
280,SB978-315,Menifee Police Department,https://web.archive.org/web/20200511171258/https://menifeepolice.org/,https://web.archive.org/web/20220129083648/https://menifeepolice.org/wp-content/uploads/2021/12/RELEASE_20211028_T161345_Menifee_Police_Department_Policy_Manual.pdf,https://web.archive.org/web/20220629034037/https://menifeepolice.org/wp-content/uploads/2022/03/Military-Equipment-policy-and-list.pdf,--No link for this in original dataset--
281,SB978-316,Menlo Park Police Department,https://web.archive.org/web/20000510152545/http://www.menlopark.org/,,,--No link for this in original dataset--
282,SB978-317,Merced Community College Police Department,https://web.archive.org/web/20021026193731/http://www.mccd.edu/,--No link for this in original dataset--,--No link for this in original dataset--,--No link for this in original dataset--
283,SB978-319,Merced County Sheriff's Department,https://web.archive.org/web/19980109175324/http://co.merced.ca.us/,,,--No link for this in original dataset--
284,SB978-320,Merced Police Department,https://web.archive.org/web/20030205041859/http://www.cityofmerced.org/,https://web.archive.org/web/20230719155242/https://www.cityofmerced.org/home/showpublisheddocument/10635/637901890039535874,https://web.archive.org/web/20230719155242/https://www.cityofmerced.org/home/showpublisheddocument/10635/637901890039535874,--No link for this in original dataset--
285,SB978-321,Mill Valley Police Department,https://web.archive.org/web/19990427111625/http://www.cityofmillvalley.org/,https://web.archive.org/web/20211114131044/https://www.cityofmillvalley.org/DocumentCenter/View/474/MVPD-Policy-Manual-2019-PDF,,https://web.archive.org/web/20220701200822/https://cityofmillvalley.org/DocumentCenter/View/3005/Final-Equipment-List--Website-UPDATED?bidId=
286,SB978-323,Milpitas Police Department,https://web.archive.org/web/20220423025100/https://www.milpitas.gov/,https://web.archive.org/web/20220423033810/https://www.milpitas.gov/_pdfs/MilpitasPolicePolicy.pdf,,
287,SB978-324,MiraCosta Community College District Police Department,https://web.archive.org/web/20020524042016/http://www.miracosta.edu/,https://web.archive.org/web/20210301161131/https://miracosta.edu/administrative/college-police/_docs/MCPD%20PP%20Manual.pdf,--No link for this in original dataset--,--No link for this in original dataset--
288,SB978-325,Modesto Police Department,https://web.archive.org/web/20010419113932/http://www.modestogov.com/,https://web.archive.org/web/20210119213404/https://modestogov.com/DocumentCenter/View/15365/Modesto-Police-Department-Policy-Manual-Printable-PDF,https://web.archive.org/web/20220423120102/https://www.modestogov.com/DocumentCenter/View/18692/Military-Equipment--Policy-710-,https://web.archive.org/web/20220423114146/https://www.modestogov.com/DocumentCenter/View/18693/Military-Equipment-Inventory
289,SB978-326,Modoc County Sheriff's Department,https://web.archive.org/web/20081229223528/http://www.modocsheriff.us/,,--No link for this in original dataset--,--No link for this in original dataset--
290,SB978-328,Mono County Sheriff's Department,https://web.archive.org/web/20020531094142/http://www.monosheriff.org/,https://web.archive.org/web/20210415235626/https://monosheriff.org/sites/default/files/fileattachments/sheriff_-_coroner/page/8062/mono_county_sheriff_patrol_policy_manual_.pdf,,--No link for this in original dataset--
291,SB978-329,Monrovia Police Department,https://web.archive.org/web/20041209120513/http://www.cityofmonrovia.org/,https://web.archive.org/web/20230719155245/https://www.cityofmonrovia.org/home/showpublisheddocument/27766/637824223984130000,,
292,SB978-330,Montclair Police Department,https://web.archive.org/web/20080807154700/http://www.cityofmontclair.org/,https://web.archive.org/web/20220812114347/https://storage.googleapis.com/proudcity/montclairca/uploads/2022/05/Policy-051622-CURRENT.pdf,https://web.archive.org/web/20220812114347/https://storage.googleapis.com/proudcity/montclairca/uploads/2022/05/Policy-051622-CURRENT.pdf,--No link for this in original dataset--
293,SB978-331,Montebello Police Department,https://web.archive.org/web/20220924020125/https://www.montebelloca.gov/,,,--No link for this in original dataset--
294,SB978-334,Monterey County Sheriff's Department,https://web.archive.org/web/20150712133824/https://www.montereysheriff.org/,https://web.archive.org/web/20210319083704/http://www.montereysheriff.org/wp-content/uploads/2016/08/Monterey_County_SO_Policy_Manual.pdf,https://web.archive.org/web/20220601141217/http://montereysheriff.org/wp-content/uploads/2022/04/Military-Equipment.pdf,--No link for this in original dataset--
295,SB978-335,Monterey Park Police Department,https://web.archive.org/web/20130416051303/http://www.montereypark.ca.gov,https://web.archive.org/web/20230719155315/https://www.montereypark.ca.gov/DocumentCenter/View/12110/Monterey_Park_PD_Policy_Manual-04132021,https://web.archive.org/web/20220625142731/https://www.montereypark.ca.gov/DocumentCenter/View/12838/Monterey-Park-PD-Military-Equipment-Policy-Final-Draft-with-Inventory-2022?bidId=,--No link for this in original dataset--
296,SB978-337,Monterey Police Department,https://web.archive.org/web/19961111104240/http://www.monterey.org/,,,--No link for this in original dataset--
297,SB978-339,Moraga Police Department,https://web.archive.org/web/20091222091726/http://police.moraga.ca.us/,https://web.archive.org/web/20210415034939/https://police.moraga.ca.us/documents/MPD_Policy_Manual.pdf,https://web.archive.org/web/20220929100722/https://www.moraga.ca.us/DocumentCenter/View/7030/Att-B-Moraga-Police-Military-Equipment-policy?bidId=,--No link for this in original dataset--
298,SB978-340,Morgan Hill Police Department,https://web.archive.org/web/19981205170655/http://www.morgan-hill.ca.gov/,https://web.archive.org/web/20200511200028/http://www.morgan-hill.ca.gov/DocumentCenter/View/35897/Morgan-Hill-Police-Department-Policy-Manual,https://web.archive.org/web/20200511200028/http://www.morgan-hill.ca.gov/DocumentCenter/View/35897/Morgan-Hill-Police-Department-Policy-Manual,--No link for this in original dataset--
299,SB978-341,Morro Bay Police Department,https://web.archive.org/web/20000816204831/http://www.morro-bay.ca.us/,https://web.archive.org/web/20200406205433/https://www.morro-bay.ca.us/DocumentCenter/View/13965/Morro-Bay-Police-Department-Policy-Manual-Jan-2020,,
300,SB978-342,Mountain View Police Department,https://web.archive.org/web/20201016164716/https://mvpdpublicrecords.org/,https://web.archive.org/web/20201005013745/https://mvpdpublicrecords.org/?AspxAutoDetectCookieSupport=1,,--No link for this in original dataset--
301,SB978-345,Mt. Shasta Police Department,https://web.archive.org/web/20140202092559/http://mtshastaca.gov/,https://web.archive.org/web/20220630130018/https://mtshastaca.gov/wp-content/uploads/2022/02/RELEASE_20220216_T235437_Mount_Shasta_PD_Policy_Manual_v.2022.pdf,https://web.archive.org/web/20220630130018/https://mtshastaca.gov/wp-content/uploads/2022/02/RELEASE_20220216_T235437_Mount_Shasta_PD_Policy_Manual_v.2022.pdf,--No link for this in original dataset--
302,SB978-346,Murrieta Police Department,https://web.archive.org/web/20160626190214/http://www.murrietaca.gov/,https://web.archive.org/web/20191127030106/http://www.murrietaca.gov/DocumentCenter/View/1872/Murrieta-Police-Department-Policy-Manual,https://web.archive.org/web/20191127030106/http://www.murrietaca.gov/DocumentCenter/View/1872/Murrieta-Police-Department-Policy-Manual,--No link for this in original dataset--
303,SB978-348,Napa County Sheriff's Department,https://web.archive.org/web/20090804185625/http://www.countyofnapa.org/,https://web.archive.org/web/20230131190947/https://www.countyofnapa.org/DocumentCenter/View/15565/Napa-County-Sheriff-Office-Policy-Manual-2022-PDF?bidId=,https://web.archive.org/web/20230131190947/https://www.countyofnapa.org/DocumentCenter/View/15565/Napa-County-Sheriff-Office-Policy-Manual-2022-PDF?bidId=,--No link for this in original dataset--
304,SB978-349,Napa Police Department,https://web.archive.org/web/19980112090319/http://www.cityofnapa.org/,,https://web.archive.org/web/20220703141916/https://www.cityofnapa.org/DocumentCenter/View/9664/DRAFT-NPD-Policy---Military-Equipment-Funding-Acquisition-and-Use-PDF,https://web.archive.org/web/20220703150210/https://www.cityofnapa.org/DocumentCenter/View/9663/NPD-Military-Equipment-Inventory-List-PDF
305,SB978-350,Napa Valley College Police Department,https://web.archive.org/web/20020718115104/http://www.napavalley.edu/,,--No link for this in original dataset--,--No link for this in original dataset--
306,SB978-351,National City Police Department,https://web.archive.org/web/20080922135520/http://www.nationalcityca.gov/,https://web.archive.org/web/20230719151140/https://www.nationalcityca.gov/home/showpublisheddocument/23000/637865693185330000,,--No link for this in original dataset--
307,SB978-354,Nevada County Sheriff's Department,https://web.archive.org/web/20010929203155/http://mynevadacounty.com/,https://web.archive.org/web/20230609054836/https://nevadacountyca.gov/DocumentCenter/View/42819/Sheriffs-Office-Policy-Manual,--No link for this in original dataset--,--No link for this in original dataset--
308,SB978-355,Newark Police Department,https://web.archive.org/web/19990125101600/http://www.newark.org/,https://web.archive.org/web/20181017134220/http://www.newark.org/departments/police/administrative-divisions/policy-manual,,--No link for this in original dataset--
309,SB978-356,Newman Police Department,https://web.archive.org/web/19981206220516/http://www.cityofnewman.com/,https://web.archive.org/web/20210424200747/http://cityofnewman.com/docman/police-department/1094-newman-police-department-policy-manual-1/file.html,--No link for this in original dataset--,--No link for this in original dataset--
310,SB978-357,Newport Beach Police Department,https://web.archive.org/web/19991013102816/http://nbpd.org/,https://web.archive.org/web/20220119145256/https://www.nbpd.org/home/showpublisheddocument/70549/637673233259430000,https://web.archive.org/web/20220629043248/https://www.nbpd.org/home/showpublisheddocument/71613/637874457430830000,--No link for this in original dataset--
311,SB978-358,Novato Police Department,https://web.archive.org/web/19981206104718/http://www.novato.org/,https://web.archive.org/web/20230719151203/https://www.novato.org/home/showdocument?id=28296,,--No link for this in original dataset--
312,SB978-359,Oakdale Police Department,https://web.archive.org/web/20140404022403/http://www.oakdalegov.com/,https://web.archive.org/web/20220815131307/https://www.oakdalegov.com/_files/ugd/49e361_59215c32f8974aecbd532e7cffcca263.pdf,https://web.archive.org/web/20220815131307/https://www.oakdalegov.com/_files/ugd/49e361_59215c32f8974aecbd532e7cffcca263.pdf,--No link for this in original dataset--
313,SB978-361,Oakland Police Department,https://web.archive.org/web/20180427023914/http://www.oaklandca.gov/,https://web.archive.org/web/20180514194217/http://www.oaklandmd.com/uploads/3/4/4/3/34438335/oakland_police_department_policies_and_procedures.pdf,--No link for this in original dataset--,https://web.archive.org/web/20220527035559/https://cao-94612.s3.amazonaws.com/documents/Militarized-Equipment-Inventory.pdf
314,SB978-363,Oakley Police Department,https://web.archive.org/web/19991012023626/http://ci.oakley.ca.us/,https://web.archive.org/web/20220813001823/https://www.ci.oakley.ca.us/wp-content/uploads/2022/05/Oakley-Police-Department-Policy-2022.1.pdf,,--No link for this in original dataset--
315,SB978-365,Oceanside Police Department,https://web.archive.org/web/19980419193910/http://ci.oceanside.ca.us/,https://web.archive.org/web/20200718170304/https://www.ci.oceanside.ca.us/civicax/filebank/blobdload.aspx?BlobID=51483,https://web.archive.org/web/20220217081912/https://www.ci.oceanside.ca.us/civicax/filebank/blobdload.aspx?BlobID=57228,https://web.archive.org/web/20220430103013/https://www.ci.oceanside.ca.us/civicax/filebank/blobdload.aspx?BlobID=57526
316,SB978-367,Ohlone Community College District Police Department,https://web.archive.org/web/20020816105839/http://www.ohlone.edu/,https://web.archive.org/web/20200923070658/https://www.ohlone.edu/sites/default/files/groups/Campus_Police_Services/documents/cps_guidelines_and_procedures.pdf,--No link for this in original dataset--,--No link for this in original dataset--
317,SB978-368,Ontario Police Department,,https://web.archive.org/web/20201031081109/https://www.ontarioca.gov/sites/default/files/Ontario-Files/Police/Policy%20Manual/05-03-2019%20-%20Lexipol%20Update.pdf,https://web.archive.org/web/20220516151725/https://www.ontarioca.gov/sites/default/files/Ontario-Files/Police/OPD%20AB%20481%20Military%20Equipment%20Inventory%20(Final%20Proposed).pdf,--No link for this in original dataset--
318,SB978-370,Orange County District Attorney,https://web.archive.org/web/20130802151836/http://orangecountyda.org,https://web.archive.org/web/20221129150630/https://orangecountyda.org/wp-content/uploads/Reports%20and%20Documents/OCDA%20INFORMANT%20MANUAL%20-%20FINAL%202020.pdf,https://web.archive.org/web/20220520202253/https://orangecountyda.org/wp-content/uploads/2022/04/Military-Equipment-Policy.pdf,--No link for this in original dataset--
319,SB978-373,Orange County Sheriff's Department/Coroner,https://web.archive.org/web/20201101032449/https://www.ocsheriff.gov/,,https://web.archive.org/web/20230203002507/https://www.ocsheriff.gov/sites/ocsd/files/2022-07/Policy%20711%20and%20Equipment%20Attachment.pdf,--No link for this in original dataset--
320,SB978-374,Orange Cove Police Department,https://web.archive.org/web/20031023010535/http://cityoforangecove.com/,https://web.archive.org/web/20210415235533/http://cityoforangecove.com/wp-content/uploads/2020/01/RELEASE_20190702_T131845_Orange_Cove_PD_Policy_Manual-1-1-4.pdf,,--No link for this in original dataset--
321,SB978-375,Orange Police Department,https://web.archive.org/web/20010630232910/http://citydocs.cityoforange.org/,https://web.archive.org/web/20230719155325/https://citydocs.cityoforange.org/OrangePD/DocView.aspx?id=78497&dbid=0&repo=OrangePD,https://web.archive.org/web/20220601133202/https://www.cityoforange.org/home/showpublisheddocument/3338/637846829980732070,--No link for this in original dataset--
322,SB978-376,Orland Police Department,https://web.archive.org/web/20091005002153/http://www.cityoforland.com/,https://web.archive.org/web/20220110193916/https://www.orlandpark.org/home/showpublisheddocument/1032/637577302652830000,--No link for this in original dataset--,--No link for this in original dataset--
323,SB978-377,Oroville Police Department,https://web.archive.org/web/20020806132319/http://www.cityoforoville.org/,https://web.archive.org/web/20211130053227/https://www.cityoforoville.org/home/showpublisheddocument/19438/637371672846900000,--No link for this in original dataset--,--No link for this in original dataset--
324,SB978-378,Oxnard Police Department,https://web.archive.org/web/20071225151834/http://sites.google.com/,https://web.archive.org/web/20210415235642/https://www.oxnardpd.org/wp-content/uploads/2020/05/2020-OPD-Policy-Manual-R.pdf,--No link for this in original dataset--,--No link for this in original dataset--
325,SB978-379,Pacific Grove Police Department,https://web.archive.org/web/20140517042733/http://cityofpacificgrove.org/,,,--No link for this in original dataset--
326,SB978-381,Pacifica Police Department,https://web.archive.org/web/20070301053635/http://www.cityofpacifica.org/,https://web.archive.org/web/20210920204940/https://public.powerdms.com/PacificaPD/tree,,--No link for this in original dataset--
327,SB978-382,Palm Springs Police Department,https://web.archive.org/web/20081111141308/http://www.palmspringsca.gov/,https://web.archive.org/web/20210427130607/https://www.palmspringsca.gov/home/showpublisheddocument?id=71321,,--No link for this in original dataset--
328,SB978-383,Palo Alto Police Department,https://web.archive.org/web/20021002045829/http://www.cityofpaloalto.org/,https://web.archive.org/web/20220122015826/https://www.cityofpaloalto.org/files/assets/public/police-department/police-information/general/redacted-papd-policy-manual-11-19-2019-for-web.pdf?t=73481.02,https://web.archive.org/web/20220430224033/https://www.cityofpaloalto.org/files/assets/public/police-department/public-information-portal/proposed-papd-policy-regarding-ab-481.pdf,--No link for this in original dataset--
329,SB978-385,Palos Verdes Estates Police Department,https://web.archive.org/web/20100815211728/http://www.pvestates.org/,https://web.archive.org/web/20200430080823/https://www.pvestates.org/services/police-department/pve-police-department-policies,https://web.archive.org/web/20230316123634/https://www.pvestates.org/home/showpublisheddocument/16440/637837081337630000,
330,SB978-386,Paradise Police Department,https://web.archive.org/web/20000110195412/http://www.townofparadise.com/,https://web.archive.org/web/20220301234129/https://www.townofparadise.com/sites/default/files/fileattachments/police_department/page/5521/paradise_police_department_policy_manual_2022.pdf,https://web.archive.org/web/20220301234224/https://www.townofparadise.com/sites/default/files/fileattachments/police_department/page/5521/ppd_policy_708_-_military_equipment.pdf,--No link for this in original dataset--
331,SB978-388,Pasadena City College District Police Department,https://web.archive.org/web/20020602124107/http://www.pasadena.edu/,https://web.archive.org/web/20210427213403/https://pasadena.edu/police-and-college-safety/docs/Pasadena_City_College_Police_and_Safety_Services-Policy_Manual.pdf,--No link for this in original dataset--,--No link for this in original dataset--
332,SB978-389,Pasadena Police Department,https://web.archive.org/web/20010518103603/http://www.cityofpasadena.net/,https://web.archive.org/web/20210427213403/https://pasadena.edu/police-and-college-safety/docs/Pasadena_City_College_Police_and_Safety_Services-Policy_Manual.pdf,https://web.archive.org/web/20220423192459/https://www.cityofpasadena.net/police/wp-content/uploads/sites/28/PPD-Military-Equipment-Use-Policy.pdf,--No link for this in original dataset--
333,SB978-390,Paso Robles Police Department,https://web.archive.org/web/20020928073158/http://www.prcity.com/,https://web.archive.org/web/20210426224410/https://www.prcity.com/DocumentCenter/View/30749/12-15-2020_Paso_Robles_PD_Policy_Manual,,--No link for this in original dataset--
334,SB978-392,Petaluma Police Department,https://web.archive.org/web/20110627052025/http://www.cityofpetaluma.org/,https://web.archive.org/web/20210305111214/https://cityofpetaluma.org/documents/petaluma-police-department-policy-manual/,,
335,SB978-393,Piedmont Police Department,https://web.archive.org/web/20010609133145/http://www.ci.piedmont.ca.us/,https://web.archive.org/web/20220521192113/https://cdn5-hosted.civiclive.com/UserFiles/Servers/Server_13659739/File/PD_Policy_Manual_9_15_2021.pdf,,--No link for this in original dataset--
336,SB978-394,Pinole Police Department,https://web.archive.org/web/20191121042915/http://pinoleca.hosted.civiclive.com/,https://web.archive.org/web/20221112030242/https://cdn5-hosted.civiclive.com/UserFiles/Servers/Server_10946972/File/City%20Government/Police/Resources/SB%20978-Public%20Records/2020-01%20Policy%20Manual.pdf,,--No link for this in original dataset--
337,SB978-395,Pismo Beach Police Department,,,https://web.archive.org/web/20221019081623/https://codelibrary.amlegal.com/codes/pismobeach/latest/pismo_ca/0-0-0-23513,--No link for this in original dataset--
338,SB978-396,Pittsburg Police Department,https://web.archive.org/web/19981202204133/http://www.ci.pittsburg.ca.us/,https://web.archive.org/web/20230719155342/https://www.pittsburgca.gov/home/showpublisheddocument/13446/637704141638270000,,
339,SB978-397,Placentia Police Department,https://web.archive.org/web/19971221100030/http://placentia.org/,https://web.archive.org/web/20191017112240/http://placentia.org/DocumentCenter/View/8317/Placentia-PD-Policy-Manual,,--No link for this in original dataset--
340,SB978-398,Placer County District Attorney,https://web.archive.org/web/19961220000612/http://www.placer.ca.gov/,https://web.archive.org/web/20200502193408/https://www.placer.ca.gov/DocumentCenter/View/42002/Policy-Manual?bidId=,https://web.archive.org/web/20220714010211/https://www.placer.ca.gov/DocumentCenter/View/59431/Military_Equipment?bidId=,--No link for this in original dataset--
341,SB978-400,Placer County Sheriff's Department,https://web.archive.org/web/19961220000612/http://www.placer.ca.gov/,,--No link for this in original dataset--,--No link for this in original dataset--
342,SB978-401,Placerville Police Department,https://web.archive.org/web/20060225170315/http://www.cityofplacerville.org/,https://web.archive.org/web/20220528150735/https://www.cityofplacerville.org/media/Police/Policy%20Manual/2022/RELEASE_20220421_T164037_Placerville_PD_Policy_Manual.pdf,,--No link for this in original dataset--
343,SB978-402,Pleasant Hill Police Department,https://web.archive.org/web/19981111190221/http://www.ci.pleasant-hill.ca.us/,https://web.archive.org/web/20230719155345/https://www.pleasanthillca.org/DocumentCenter/View/20381/RELEASE_20220311_T172014_Pleasant_Hill_PD_Policy_Manual_redacted,https://web.archive.org/web/20230719155345/https://www.pleasanthillca.org/DocumentCenter/View/20381/RELEASE_20220311_T172014_Pleasant_Hill_PD_Policy_Manual_redacted,--No link for this in original dataset--
344,SB978-403,Pleasanton Police Services,https://web.archive.org/web/20120309002619/http://www.cityofpleasantonca.gov/,https://web.archive.org/web/20161201234540/http://www.cityofpleasantonca.gov/civicax/filebank/blobdload.aspx?BlobID=27212,,--No link for this in original dataset--
345,SB978-405,Plumas County Sheriff's Department,https://web.archive.org/web/20101009141010/http://www.plumascounty.us/,https://web.archive.org/web/20210724172958/https://plumascounty.us/DocumentCenter/View/36997/General-Orders-Update-21-Version-1,--No link for this in original dataset--,--No link for this in original dataset--
346,SB978-406,Pomona Police Department,https://web.archive.org/web/20210331221505/https://www.pomonaca.gov/,https://web.archive.org/web/20230719155347/https://www.pomonaca.gov/home/showpublisheddocument/464/637457098753730000,,
347,SB978-408,Port Hueneme Police Department,https://web.archive.org/web/20010902203028/http://www.ci.port-hueneme.ca.us/,https://web.archive.org/web/20210427005604/https://www.ci.port-hueneme.ca.us/DocumentCenter/View/2960/RELEASE_20190829_Port_Hueneme_PD_Policy_Manual-Web-Site-Version?bidId=,,--No link for this in original dataset--
348,SB978-410,Porterville Police Department,https://web.archive.org/web/20010616215509/http://www.ci.porterville.ca.us/,,,--No link for this in original dataset--
349,SB978-411,Red Bluff Police Department,https://web.archive.org/web/20000817022947/http://www.rbpd.org/,https://web.archive.org/web/20220810141334/https://www.rbpd.org/division/policies.php,,--No link for this in original dataset--
350,SB978-412,Redding Police Department,https://web.archive.org/web/20130914200634/http://cityofredding.org,https://web.archive.org/web/20200221005952/https://www.cityofredding.org/departments/police-department/about-the-police-department/administrative-division/policy-manual,https://web.archive.org/web/20220428103827/https://www.cityofredding.org/home/showpublisheddocument/27221/637853515566100000,--No link for this in original dataset--
351,SB978-413,Redlands Police Department,https://web.archive.org/web/20020921183555/http://cityofredlands.org/,https://web.archive.org/web/20230719155347/https://www.cityofredlands.org/sites/main/files/file-attachments/redlands_policy_manual.pdf?1579202064,https://web.archive.org/web/20221201101640/https://www.cityofredlands.org/sites/main/files/file-attachments/military_equipment_use_policy_-_draft.pdf?1660581631,--No link for this in original dataset--
352,SB978-414,Redondo Beach Police Department,https://web.archive.org/web/19970403215657/http://www.redondo.org/,https://web.archive.org/web/20210427024004/https://www.redondo.org/civicax/filebank/blobdload.aspx?BlobID=38604,,
353,SB978-415,Redwood City Police Department,https://web.archive.org/web/19981202220632/http://www.redwoodcity.org/,https://web.archive.org/web/20230719151246/https://www.redwoodcity.org/home/showpublisheddocument/22949/637455234481900000,,
354,SB978-416,Reedley Police Department,https://web.archive.org/web/20080820011116/http://www.reedley.ca.gov/,https://web.archive.org/web/20220521192111/https://reedleyweb.s3.us-west-1.amazonaws.com/2022/05/Police_Department_Policy_Manual-1651764175.pdf,,
355,SB978-417,Rialto Police Department,https://web.archive.org/web/20200318133810/https://rialtopolice.com/,https://web.archive.org/web/20220624233742/https://rialtopolice.com/wp-content/uploads/2022/05/rialtopd-policy-2022-03-16.pdf,https://web.archive.org/web/20220624233742/https://rialtopolice.com/wp-content/uploads/2022/05/rialtopd-policy-2022-03-16.pdf,
356,SB978-418,Richmond Police Department,https://web.archive.org/web/19980110071453/http://www.ci.richmond.ca.us/,https://web.archive.org/web/20210429042714/https://www.ci.richmond.ca.us/DocumentCenter/View/51870/Policy-Manual-12312019,,
357,SB978-419,Ridgecrest Police Department,https://web.archive.org/web/20081208070516/http://www.ridgecrest-ca.gov/,https://web.archive.org/web/20210427001848/https://www.ridgecrest-ca.gov/DocumentCenter/View/6221/RPD-Policy-and-Procedure-Manual,--No link for this in original dataset--,--No link for this in original dataset--
358,SB978-420,Rio Dell Police Department,https://web.archive.org/web/20181101055651/http://cityofriodell.ca.gov/,,--No link for this in original dataset--,--No link for this in original dataset--
359,SB978-422,Ripon Police Department,https://web.archive.org/web/20020228022253/http://www.riponpd.org/,https://web.archive.org/web/20210415085136/https://riponpd.org/wp-content/uploads/2021/02/RELEASE_20210205_T164435_Ripon_PD_Policy_Manual.pdf,https://web.archive.org/web/20220703024216/https://riponpd.org/wp-content/uploads/2022/05/Military-Equipment-Policy.pdf,--No link for this in original dataset--
360,SB978-423,Riverside Community College District Police Department,https://web.archive.org/web/20140211003004/http://rccd.edu/,https://web.archive.org/web/20210415235628/https://www.rccd.edu/police/Documents/manuals/Riverside_Community_College_District_Safety_and_Police_Department__Manual.pdf,--No link for this in original dataset--,--No link for this in original dataset--
361,SB978-426,Riverside County Sheriff's Department,https://web.archive.org/web/20040612185635/http://www.riversidesheriff.org/,https://web.archive.org/web/20220811022734/https://www.riversidesheriff.org/DocumentCenter/View/6956/Department-Standards-Manual-71522,,--No link for this in original dataset--
362,SB978-427,Riverside Police Department,https://web.archive.org/web/20040207122301/http://www.riversideca.gov/,https://web.archive.org/web/20201017014154/https://riversideca.gov/rpd/sites/riversideca.gov.rpd/files/pdf/2020/RELEASE_20200317_T100316_Riverside_PD_Policy_Manual.pdf,,--No link for this in original dataset--
363,SB978-428,Rocklin Police Department,https://web.archive.org/web/20060712094149/http://www.rocklin.ca.us/,https://web.archive.org/web/20220903155937/https://www.rocklin.ca.us/sites/main/files/file-attachments/rocklin_pd_policy_manual_july_21_2021_version.pdf?1654704041,,https://web.archive.org/web/20220603184008/https://www.rocklin.ca.us/sites/main/files/file-attachments/rocklin_pd_military_equipment_inventory.pdf?1650929546
364,SB978-429,Rohnert Park Department of Public Safety,https://web.archive.org/web/20010301194052/http://www.rpcity.org/,https://web.archive.org/web/20221112030246/https://cdn5-hosted.civiclive.com/UserFiles/Servers/Server_3037789/File/Public%20Safety/Police/RPDPS_Policy_Manual.pdf,,--No link for this in original dataset--
