,ref,lea name,site url,policy url,me policy url,mei url (if separate)
451,SB978-577,Tuolumne County Sheriff's Department,https://web.archive.org/web/20180913120059/https://www.tuolumnecounty.ca.gov/341/Sheriffs-Office,https://web.archive.org/web/20201022121643/https://www.tuolumnecounty.ca.gov/DocumentCenter/View/12131/TCSO-Policy-Manual,--No link for this in original dataset--,--No link for this in original dataset--
452,SB978-578,Turlock Police Department,https://web.archive.org/web/20170812212701/http://www.cityofturlock.org/policedepartment/index.asp,https://web.archive.org/web/20220927214926/https://cityofturlock.org/_pdf/sb978document.asp?id=52,https://web.archive.org/web/20220927214926/https://cityofturlock.org/_pdf/sb978document.asp?id=52,https://web.archive.org/web/20220927213235/https://cityofturlock.org/_pdf/sb978document.asp?id=51
453,SB978-579,Tustin Police Department,https://web.archive.org/web/19991023103309/http://www.tustinca.org/,https://web.archive.org/web/20210612173429/https://public.powerdms.com/TUSPD/tree,https://web.archive.org/web/20220726160107/https://www.tustinca.org/DocumentCenter/View/7010/General-Order-708-Military-Equipment-Use---DRAFT-PDF?bidId=,--No link for this in original dataset--
454,SB978-580,Twin Rivers Unified School District Police Services,https://web.archive.org/web/20080415044442/http://www.twinriversusd.org/,https://web.archive.org/web/20201119191207/https://www.twinriversusd.org/documents/Police%20Services/Policy%20Manual%2020120807.pdf,--No link for this in original dataset--,--No link for this in original dataset--
455,SB978-581,UC Berkeley Police Department,https://web.archive.org/web/20130510190211/http://ucpd.berkeley.edu,https://web.archive.org/web/20210415102922/https://ucpd.berkeley.edu/sites/default/files/university_of_california_berkeley_police_department_policy_manual_august_2020.pdf,https://web.archive.org/web/20230414143726/https://ucpd.berkeley.edu/sites/default/files/ucpd_ab_481_report_0.pdf,https://web.archive.org/web/20220721031346/https://ucpd.berkeley.edu/sites/default/files/ab-481.pdf
456,SB978-582,UC Davis Police Department,https://web.archive.org/web/19971221154713/http://police.ucdavis.edu/,,,https://web.archive.org/web/20221120070138/https://police.uci.edu/how-do-i/_img/AB481-UC_Equip.pdf
457,SB978-583,UC Irvine Police Department,https://web.archive.org/web/20000303095011/http://www.police.uci.edu/,https://web.archive.org/web/20200703002808/https://www.police.uci.edu/how-do-i/_img/ucipd_policy_manual.pdf,https://web.archive.org/web/20221114224348/https://www.police.uci.edu/how-do-i/_img/AB481-draft.pdf,https://web.archive.org/web/20221120070138/https://police.uci.edu/how-do-i/_img/AB481-UC_Equip.pdf
458,SB978-584,UC Los Angeles Police Department,https://web.archive.org/web/20170801045954/https://police.ucla.edu/,,,
459,SB978-585,UC Merced Police Department,https://web.archive.org/web/20060913075254/http://police.ucmerced.edu/,https://web.archive.org/web/20220911090235/https://police.ucmerced.edu/sites/police.ucmerced.edu/files/page/documents/release_20220829_t180735_uc_merced_police_department_policy_manual_2_1.pdf,https://web.archive.org/web/20220911090258/https://police.ucmerced.edu/sites/police.ucmerced.edu/files/documents/military_equipment_draft_policy_for_website.pdf,https://web.archive.org/web/20220911090325/https://police.ucmerced.edu/sites/police.ucmerced.edu/files/documents/ab481-uc_equip.pdf
460,SB978-586,UC Riverside Police Department,https://web.archive.org/web/19980704021754/http://www.police.ucr.edu/,,--No link for this in original dataset--,https://web.archive.org/web/20230607011814/https://police.ucr.edu/document/ab481-uc-equipment
461,SB978-587,UC San Diego Police Department,https://web.archive.org/web/20000823010143/http://police.ucsd.edu/,https://web.archive.org/web/20130202000225/http://policy.ucop.edu/doc/4000382/PoliceProceduresManual,https://web.archive.org/web/20230325101917/https://police.ucsd.edu/_files/MilitaryEquipmentPolicy.pdf,--No link for this in original dataset--
462,SB978-588,UC San Francisco Police Department,https://web.archive.org/web/19990125102246/http://www.police.ucsf.edu/,https://web.archive.org/web/20210427053430/https://powerdms.com/public/UCSF/tree,--No link for this in original dataset--,--No link for this in original dataset--
463,SB978-589,UC Santa Barbara Police Department,https://web.archive.org/web/19981212020447/http://police.ucsb.edu/,,https://web.archive.org/web/20220930192533/https://www.police.ucsb.edu/sites/default/files/Draft%20Military%20Equipment%20Policy%20V10%20Santa%20Barbara%20Final%208.16.22.pdf,https://web.archive.org/web/20220923024220/https://www.police.ucsb.edu/sites/default/files/AB481-UC_Equip.pdf
464,SB978-590,UC Santa Cruz Police Department,https://web.archive.org/web/20060415005446/http://police.ucsc.edu/,https://web.archive.org/web/20200713142736/https://police.ucsc.edu/report/policies/index.html,,
465,SB978-591,Ukiah Police Department,https://web.archive.org/web/20120909210526/http://ukiahpolice.com/,https://web.archive.org/web/20230411144710/https://www.ukiahpolice.com/site/assets/files/2785/ukiah_pd_policy_manual_february_2022.pdf,--No link for this in original dataset--,--No link for this in original dataset--
466,SB978-592,Union City Police Department,https://web.archive.org/web/20190119073831/https://www.unioncity.org/197/Police,https://web.archive.org/web/20200925084550/https://www.unioncity.org/441/Police-Department-Policies,,--No link for this in original dataset--
467,SB978-597,Upland Police Department,https://web.archive.org/web/20100327212908/http://uplandca.gov/,https://web.archive.org/web/20230719155536/https://www.uplandca.gov/uploads/images/RELEASE_20220120_T194941_Upland_Police_Department_Policy_Manual.pdf,https://web.archive.org/web/20230805004415/https://www.uplandca.gov/uploads/files/Military_Equipment%20final%20draft(5).pdf,--No link for this in original dataset--
468,SB978-598,Vacaville Police Department,https://web.archive.org/web/19981111190208/http://www.ci.vacaville.ca.us/,https://web.archive.org/web/20230719151754/https://www.ci.vacaville.ca.us/home/showpublisheddocument/19777/637776603235970000,,--No link for this in original dataset--
469,SB978-600,Vallejo Police Department,https://web.archive.org/web/20201023215040/https://vallejopd.net/,,--No link for this in original dataset--,--No link for this in original dataset--
470,SB978-601,Ventura County Community College District Police Department,https://web.archive.org/web/20051124052551/http://www.vcccd.edu/,https://web.archive.org/web/20201203044542/https://www.vcccd.edu/departments/police/documents-forms,,--No link for this in original dataset--
471,SB978-602,Ventura County District Attorney,https://web.archive.org/web/20130616062851/http://www.vcdistrictattorney.com/,https://web.archive.org/web/20210512023002/https://www.vcdistrictattorney.com/wp-content/uploads/2020/08/Ventura-County-DA-CA-Policy-Manual-rev-2021-04-13.pdf,,--No link for this in original dataset--
472,SB978-603,Ventura County Sheriff's Department,https://web.archive.org/web/20181121141225/https://www.venturasheriff.org/,https://web.archive.org/web/20230719151803/https://www.venturasheriff.org/wp-content/uploads/2021/05/RELEASE_20210504_T182427_Ventura_County_Sheriff_s_Office_Policy_Manual-Public-Copy.pdf,https://web.archive.org/web/20220818205713/https://s29762.pcdn.co/wp-content/uploads/2022/06/Military_Equipment.pdf,--No link for this in original dataset--
473,SB978-605,Ventura Police Department,https://web.archive.org/web/20170525063634/https://www.cityofventura.ca.gov/,https://web.archive.org/web/20230202110513/https://www.cityofventura.ca.gov/DocumentCenter/View/27387/Ventura-PD-Policy-Manual-Release,--No link for this in original dataset--,--No link for this in original dataset--
474,SB978-606,Vernon Police Department,https://web.archive.org/web/20010302031515/http://www.cityofvernon.org/,https://web.archive.org/web/20211101021932/https://www.cityofvernon.org/home/showpublisheddocument/106/637611223376000000,,--No link for this in original dataset--
475,SB978-607,Victor Valley College Police Department,https://web.archive.org/web/20021004052615/http://www.vvc.edu/,https://web.archive.org/web/20230719155534/https://www.vvc.edu/sites/default/files/2022-01/Lexipol%20Manual%2012-15-21.pdf,--No link for this in original dataset--,--No link for this in original dataset--
476,SB978-608,Visalia Police Department,https://web.archive.org/web/20150503062135/http://www.visalia.city/depts/police/default.asp,https://web.archive.org/web/20210415032845/https://www.visalia.city/depts/police/public_records_act/policy_manual/preface.asp,,--No link for this in original dataset--
477,SB978-609,Walnut Creek Police Department,https://web.archive.org/web/20180206083408/http://walnut-creek.org/departments/public-safety/police,https://web.archive.org/web/20220321063334/https://www.walnut-creek.org/home/showpublisheddocument/27466,,
478,SB978-610,Watsonville Police Department,https://web.archive.org/web/20220626012125/https://www.cityofwatsonville.org/2324/Police,https://web.archive.org/web/20210320085423/https://cityofwatsonville.org/DocumentCenter/View/15812/Policy-Manual-2021,https://web.archive.org/web/20220626061703/https://cityofwatsonville.org/DocumentCenter/View/18444/DRAFT-Military-Equipment-Policy-and-Attachment,--No link for this in original dataset--
479,SB978-611,Weed Police Department,https://web.archive.org/web/20200223072942/https://www.ci.weed.ca.us/police,https://web.archive.org/web/20201017032543/https://ci.weed.ca.us/vertical/sites/%7BC0495501-9512-4786-A427-BAB3AEBDEA56%7D/uploads/Weed_Police_Department_Policy_Manual(1).pdf,,--No link for this in original dataset--
480,SB978-612,West Cities Police Communications Center,https://web.archive.org/web/20010718123317/http://www.west-comm.org/,https://web.archive.org/web/20200918074055/http://www.west-comm.org/wp-content/uploads/Policy-Procedure.pdf,--No link for this in original dataset--,--No link for this in original dataset--
481,SB978-613,West Covina Police Department,https://web.archive.org/web/19970406123105/http://www.wcpd.org/,https://web.archive.org/web/20221129133209/https://www.wcpd.org/wp-content/uploads/2022/07/20220708_West_Covina_PD_Policy_Manual_Redacted.pdf,https://web.archive.org/web/20221129133209/https://www.wcpd.org/wp-content/uploads/2022/07/20220708_West_Covina_PD_Policy_Manual_Redacted.pdf,--No link for this in original dataset--
482,SB978-614,West Sacramento Police Department,https://web.archive.org/web/20180711221200/https://www.cityofwestsacramento.org/government/departments/police,https://web.archive.org/web/20190112043817/https://www.cityofwestsacramento.org/Home/ShowDocument?id=7842,,--No link for this in original dataset--
483,SB978-615,West Valley-Mission Community College District Police Department,https://web.archive.org/web/20171016023841/https://www.wvm.edu/services/police/Pages/default.aspx,https://web.archive.org/web/20171016023841/https://www.wvm.edu/services/police/Pages/default.aspx,,https://web.archive.org/web/20220614204645/https://wvm.edu/services/police/Documents/Current%20Equipment%20Category%20List_4.18.22.pdf
484,SB978-616,Westminster Police Department,https://web.archive.org/web/20210327101513/https://www.westminster-ca.gov/departments/police,https://web.archive.org/web/20230719151828/https://www.westminster-ca.gov/home/showpublisheddocument/4066/637673004687170000,,--No link for this in original dataset--
485,SB978-618,Wheatland Police Department,https://web.archive.org/web/20160807183625/http://www.wheatland.ca.gov/departments/police/,https://web.archive.org/web/20220803152213/http://www.wheatland.ca.gov/wp-content/uploads/RELEASE_20220705_T120950_Wheatland_PD_Policy_Manual.pdf,https://web.archive.org/web/20220803152213/http://www.wheatland.ca.gov/wp-content/uploads/RELEASE_20220705_T120950_Wheatland_PD_Policy_Manual.pdf,--No link for this in original dataset--
486,SB978-620,Whittier Police Department,https://web.archive.org/web/20181029170725/https://www.cityofwhittier.org/government/police,https://web.archive.org/web/20230719151842/https://www.cityofwhittier.org/home/showpublisheddocument/6434/637861240116070000,https://web.archive.org/web/20230719151842/https://www.cityofwhittier.org/home/showpublisheddocument/6434/637861240116070000,
487,SB978-622,Willits Police Department,https://web.archive.org/web/20190718230110/https://cityofwillits.org/148/Police/,https://web.archive.org/web/20190718230110/https://cityofwillits.org/148/Police/,--No link for this in original dataset--,--No link for this in original dataset--
488,SB978-623,Windsor Police Department,https://web.archive.org/web/20161110171305/http://www.townofwindsor.com/174/Police-Department,https://web.archive.org/web/20201027063734/https://www.windsorpd.com/DocumentCenter/View/218/Windsor-Police-Department-Policy,--No link for this in original dataset--,--No link for this in original dataset--
489,SB978-624,Winters Police Department,https://web.archive.org/web/20010304064210/http://www.winterspolice.org/,https://web.archive.org/web/20220809023609/http://www.winterspolice.org/wp-content/uploads/2022/07/RELEASE_20220705_T165602_Winters_Police_Department_Policy_Manual.pdf,https://web.archive.org/web/20220809023609/http://www.winterspolice.org/wp-content/uploads/2022/07/RELEASE_20220705_T165602_Winters_Police_Department_Policy_Manual.pdf,--No link for this in original dataset--
490,SB978-626,Woodland Police Department,https://web.archive.org/web/20010808065232/http://www.cityofwoodland.org/,https://web.archive.org/web/20220103070924/https://www.cityofwoodland.org/DocumentCenter/View/7572/Woodland_PD_Policy_Manual-12_27_2021_Redacted?bidId=,https://web.archive.org/web/20220402152832/https://www.cityofwoodland.org/DocumentCenter/View/7793/Military-Equipment-Policy-706-DRAFT?bidId=,--No link for this in original dataset--
491,SB978-627,Yolo County District Attorney,https://web.archive.org/web/20010405052338/http://www.yoloda.org/,https://web.archive.org/web/20230719155541/https://yoloda.org/wp-content/uploads/2020/06/RELEASE_20200612_T141909_Yolo_County_DA_Policy_Manual.pdf,--No link for this in original dataset--,--No link for this in original dataset--
492,SB978-628,Yolo County Sheriff's Department,https://web.archive.org/web/20020928191924/http://www.yolocountysheriff.com/,https://web.archive.org/web/20230719155539/https://www.yolocountysheriff.com/wp-content/uploads/2020/03/Sheriffs-Office-Policy-Manual.pdf,--No link for this in original dataset--,https://web.archive.org/web/20230518043801/https://www.yolocountysheriff.com/wp-content/uploads/2022/04/AB-481.pdf
493,SB978-629,Yreka Police Department,https://web.archive.org/web/20090310232942/http://www.ci.yreka.ca.us/,https://web.archive.org/web/20210427221233/http://ci.yreka.ca.us/DocumentCenter/View/824/Yreka_PD_Policy_Manual,,https://web.archive.org/web/20220709133908/http://ci.yreka.ca.us/DocumentCenter/View/1205/Military-Equipment-Use-Policy
494,SB978-630,Yuba City Police Department,https://web.archive.org/web/20160402115655/http://www.yubacity.net/city_hall/departments/police_department,https://web.archive.org/web/20210427044004/https://www.yubacity.net/common/pages/DisplayFile.aspx?itemId=17298234,,--No link for this in original dataset--
495,SB978-633,Yuba County Sheriff's Department,https://web.archive.org/web/20070311220753/http://sheriff.co.yuba.ca.us/,,--No link for this in original dataset--,--No link for this in original dataset--
